name,latitude,longitude,discharge
,64.422917,47.272917,0.115
,67.914583,55.422917,0.155
,67.139583,16.70625,3.805
,52.452083,-1.685417,0.109
,39.147917,31.422917,2.602
,48.472917,23.272917,1.679
,57.86875,31.35625,0.123
,54.19375,-7.697917,1.224
,39.064583,-2.039583,1.999
,51.877083,7.847917,1.459
,58.864583,26.502083,2.238
,40.847917,-5.414583,1.234
,52.84375,25.835417,1.251
,55.785417,24.739583,1.597
,48.972917,54.889583,1.285
,54.064583,51.872917,0.114
,51.11875,28.48125,4.38
,40.864583,15.652083,1.585
,51.839583,29.70625,4.141
,58.002083,33.13125,1.225
,46.54375,2.660417,6.969
,65.285417,14.16875,5.472
,53.197917,33.71875,2.429
,48.189583,0.24375,3.747
,64.35625,51.022917,1.394
,34.110417,64.447917,0.104
,27.039583,40.23125,3.69
,42.54375,-1.66875,3.394
,57.13125,38.327083,1.337
,61.352083,43.935417,0.1
,56.914583,33.44375,3.367
,64.327083,32.027083,6.187
,58.91875,24.297917,5.766
,67.547917,29.327083,4.152
,50.64375,2.427083,8.174
,65.264583,-14.760417,2.325
,61.185417,58.347917,0.78
,53.785417,-9.485417,2.675
,61.13125,37.64375,3.835
,58.922917,24.86875,2.28
,50.79375,26.99375,2.624
,63.439583,25.65625,2.752
,38.560417,40.960417,1.25
,69.16875,21.339583,4.043
,55.360417,-3.03125,0.327
,64.339583,-17.052083,2.217
,66.539583,51.002083,7.783
,67.202083,61.864583,1.759
,35.74375,51.697917,0.323
,75.91875,61.147917,3.373
,25.902083,58.452083,1.609
,58.41875,31.15625,2.544
,40.53125,9.485417,0.195
,65.652083,56.697917,1.214
,28.402083,60.097917,2.877
,52.222917,37.052083,6.283
,55.96875,58.40625,0.25
,45.697917,0.614583,2.7
,32.48125,49.76875,5.976
,44.985417,38.547917,0.994
,44.652083,19.73125,0.538
,61.727083,54.622917,0.727
,41.497917,-4.022917,0.154
,48.56875,6.722917,5.893
,64.164583,10.83125,1.082
,60.227083,55.902083,7.304
,37.89375,21.639583,1.145
,67.010417,57.485417,1.742
,56.660417,40.910417,4.267
,40.91875,-4.664583,3.792
,61.702083,47.39375,1.491
,40.31875,30.13125,7.583
,40.639583,15.839583,0.271
,75.689583,59.80625,0.16
,53.947917,44.06875,1.193
,62.21875,42.385417,0.096
,50.322917,23.060417,1.98
,32.072917,44.039583,1.66
,62.085417,12.464583,0.201
,57.45625,51.377083,7.336
,53.947917,17.927083,6.35
,40.472917,40.664583,1.246
,70.39375,29.39375,1.407
,46.127083,26.122917,1.467
,71.402083,54.14375,4.963
,37.264583,-5.66875,2.328
,55.897917,47.172917,2.254
,32.93125,66.21875,2.41
,61.260417,45.610417,2.135
,42.010417,-0.435417,6.197
,26.59375,60.69375,0.226
,50.860417,44.510417,2.173
,61.99375,45.88125,7.105
,40.014583,47.710417,8.244
,66.360417,55.710417,5.35
,58.935417,16.00625,0.067
,48.039583,-4.464583,0.606
,39.70625,-0.939583,5.139
,56.95625,29.79375,2.172
,64.902083,-20.160417,1.906
,67.74375,30.31875,1.808
,46.29375,29.022917,4.097
,52.414583,-3.347917,1.405
,53.060417,25.977083,1.966
,47.75625,25.497917,1.139
,65.197917,-17.872917,3.758
,42.90625,24.714583,3.566
,53.847917,17.502083,7.11
,53.75625,52.302083,2.953
,40.714583,30.852083,0.396
,50.772917,12.060417,1.701
,51.772917,42.76875,8.562
,34.564583,46.752083,9.144
,51.677083,8.602083,0.262
,55.035417,59.027083,3.792
,19.152083,43.339583,0.075
,42.072917,27.33125,0.222
,60.602083,54.152083,1.225
,41.060417,23.48125,2.626
,63.514583,36.177083,0.183
,55.85625,8.79375,6.276
,33.789583,59.31875,3.949
,32.372917,52.489583,1.425
,40.039583,21.014583,1.643
,46.660417,5.48125,3.696
,59.24375,40.59375,1.82
,48.485417,0.264583,0.142
,74.71875,58.564583,2.635
,42.339583,19.160417,2.699
,63.022917,32.497917,1.992
,29.847917,56.752083,1.415
,54.664583,31.502083,0.931
,48.477083,-4.072917,0.683
,39.90625,40.04375,2.274
,62.010417,28.310417,1.91
,53.70625,-9.635417,1.028
,42.677083,-1.777083,0.926
,47.34375,31.514583,0.03
,53.41875,8.747917,0.131
,60.33125,34.36875,0.951
,50.76875,15.997917,1.56
,31.610417,43.939583,1.237
,56.814583,34.989583,2.013
,65.66875,13.547917,2.78
,53.45625,59.797917,0.04
,49.189583,-1.18125,1.113
,49.672917,21.689583,2.033
,64.852083,57.264583,0.12
,52.80625,19.55625,5.572
,57.35625,30.71875,1.468
,18.789583,43.210417,0.103
,67.147917,64.30625,4.901
,50.00625,44.81875,5.597
,67.277083,65.435417,0.143
,34.835417,48.61875,3.572
,65.01875,50.897917,2.167
,62.95625,48.527083,0.807
,39.972917,41.65625,2.762
,26.139583,59.58125,0.024
,51.73125,0.477083,2.138
,37.10625,21.99375,5.207
,64.472917,-20.422917,0.114
,57.360417,47.927083,4.737
,38.035417,-3.127083,4.859
,25.185417,42.660417,1.421
,57.839583,33.102083,0.876
,59.022917,37.752083,6.319
,56.985417,49.28125,1.93
,42.910417,41.61875,3.079
,43.710417,27.572917,4.747
,66.647917,21.202083,0.761
,56.297917,57.96875,1.085
,64.277083,14.710417,0.133
,62.33125,11.339583,1.262
,51.564583,19.047917,3.026
,59.85625,10.260417,2.292
,61.160417,28.460417,0.176
,63.277083,43.402083,0.619
,53.614583,-2.16875,3.218
,53.397917,7.135417,3.499
,64.11875,55.289583,0.11
,26.602083,37.597917,3.153
,62.885417,24.714583,0.644
,43.914583,27.33125,2.27
,55.68125,59.097917,2.478
,31.51875,62.739583,3.668
,55.03125,59.01875,4.09
,67.722917,35.44375,0.223
,61.747917,7.322917,2.602
,66.664583,50.78125,1.722
,55.364583,59.585417,5.239
,54.560417,9.139583,0.891
,43.272917,0.08125,7.486
,50.864583,2.822917,0.523
,58.664583,11.35625,0.811
,53.197917,9.564583,1.87
,50.372917,32.214583,0.066
,48.822917,1.564583,1.549
,63.90625,-18.677083,4.004
,56.097917,49.91875,3.35
,65.814583,58.99375,8.558
,55.96875,41.877083,2.444
,62.78125,13.210417,0.633
,50.86875,26.46875,0.084
,49.235417,44.335417,0.672
,34.54375,62.977083,0.089
,63.564583,52.73125,1.609
,59.839583,16.91875,1.327
,67.139583,44.622917,4.486
,44.714583,12.085417,1.455
,50.977083,21.264583,3.05
,56.652083,22.447917,2.475
,38.127083,42.589583,1.071
,52.63125,53.777083,0.215
,45.710417,26.302083,0.263
,57.314583,51.30625,0.317
,52.039583,53.74375,2.245
,52.897917,-8.302083,0.391
,56.985417,44.422917,1.699
,62.935417,35.047917,1.049
,56.852083,59.49375,0.951
,75.94375,60.914583,0.354
,51.222917,46.73125,1.352
,55.76875,21.152083,6.862
,60.21875,7.38125,2.631
,77.547917,16.83125,1.829
,52.835417,26.160417,5.84
,49.914583,12.78125,0.985
,52.152083,27.785417,1.554
,60.672917,44.410417,6.611
,31.24375,66.964583,7.732
,48.585417,38.939583,0.07
,34.135417,61.935417,1.892
,51.172917,18.164583,0.585
,49.189583,16.627083,0.236
,28.889583,65.65625,0.042
,42.689583,-8.010417,0.335
,41.18125,41.089583,0.252
,48.110417,-1.43125,8.654
,58.93125,15.885417,3.688
,56.960417,-3.64375,0.722
,42.91875,21.739583,0.705
,49.489583,9.04375,1.475
,43.189583,24.797917,0.331
,52.477083,49.489583,1.132
,49.410417,6.964583,0.119
,59.88125,48.627083,6.605
,51.752083,13.00625,1.429
,47.33125,-1.745833,1.296
,54.40625,23.19375,0.085
,42.10625,43.75625,0.317
,64.035417,28.060417,0.201
,55.88125,41.877083,2.77
,78.577083,14.114583,3.692
,49.79375,18.535417,0.945
,36.44375,51.064583,1.292
,30.95625,66.247917,0.847
,46.997917,6.302083,0.185
,36.552083,57.835417,5.882
,68.20625,66.189583,6.507
,38.589583,28.060417,1.679
,49.777083,7.452083,6.263
,62.635417,24.060417,1.542
,66.577083,26.39375,0.272
,58.372917,36.06875,0.113
,58.202083,49.522917,0.091
,64.002083,55.010417,1.23
,57.29375,58.25625,8.436
,65.147917,44.735417,8.258
,65.960417,42.589583,5.439
,64.314583,-16.539583,0.359
,54.79375,48.522917,2.172
,63.014583,44.84375,5.351
,67.41875,59.30625,9.105
,48.289583,22.73125,2.822
,26.889583,40.285417,1.551
,38.29375,29.85625,1.635
,52.23125,27.25625,8.587
,20.739583,44.052083,3.131
,50.960417,59.247917,1.583
,56.089583,53.45625,2.843
,50.472917,25.672917,8.988
,53.439583,-6.989583,8.309
,59.664583,45.577083,1.44
,58.75625,9.077083,0.155
,60.34375,41.910417,1.677
,47.247917,6.34375,1.655
,33.377083,66.872917,7.432
,38.41875,35.85625,0.317
,53.81875,51.29375,0.194
,38.297917,56.74375,0.118
,49.722917,1.435417,0.246
,32.577083,64.035417,4.211
,52.610417,49.014583,6.347
,49.79375,21.660417,5.857
,40.772917,26.71875,0.107
,54.127083,38.089583,2.559
,38.677083,29.139583,0.779
,61.33125,33.21875,1.632
,34.34375,48.66875,9.153
,43.402083,20.735417,1.666
,54.914583,-8.18125,4.085
,42.664583,-2.20625,9.045
,52.28125,40.035417,3.235
,48.29375,19.702083,0.129
,52.827083,6.960417,1.2
,63.83125,59.35625,1.885
,61.872917,12.14375,1.718
,52.96875,58.760417,5.719
,48.264583,57.472917,1.328
,29.61875,52.19375,8.49
,36.077083,46.497917,1.674
,37.902083,47.53125,1.809
,66.185417,33.389583,3.884
,39.26875,22.51875,2.595
,62.377083,59.127083,5.963
,60.814583,56.452083,2.223
,35.75625,52.897917,0.435
,36.447917,51.297917,1.103
,63.84375,-18.047917,1.281
,51.34375,34.802083,0.071
,57.539583,-1.86875,4.37
,64.660417,12.152083,3.823
,66.46875,30.860417,4.789
,55.285417,26.80625,0.093
,23.802083,38.827083,2.044
,39.427083,31.08125,5.192
,33.39375,67.410417,1.422
,27.39375,65.18125,0.055
,65.977083,-17.252083,1.321
,61.447917,27.447917,0.339
,62.864583,10.752083,3.112
,64.777083,40.810417,3.638
,37.364583,42.327083,5.983
,65.96875,44.922917,4.372
,36.172917,44.797917,1.415
,37.497917,43.035417,0.32
,68.264583,61.085417,1.497
,56.01875,34.14375,1.527
,33.402083,46.097917,0.1
,61.427083,11.70625,5.524
,57.44375,55.997917,1.536
,42.35625,43.597917,5.386
,21.95625,50.93125,0.003
,35.760417,49.297917,7.043
,28.864583,51.36875,1.391
,48.06875,38.897917,4.592
,44.01875,17.185417,1.572
,42.84375,19.722917,1.279
,55.910417,25.022917,1.957
,42.939583,27.227083,7.902
,54.147917,-1.585417,1.451
,66.510417,57.54375,6.945
,61.685417,31.727083,0.271
,56.447917,8.314583,0.136
,53.752083,22.622917,3.971
,49.547917,1.852083,1.398
,47.10625,4.397917,2.751
,48.05625,34.172917,1.732
,35.989583,51.114583,8.167
,51.86875,26.997917,6.185
,51.78125,-9.645833,1.729
,59.802083,30.602083,7.14
,37.43125,-8.752083,2.254
,69.239583,19.00625,1.72
,63.985417,30.097917,0.429
,56.110417,-3.735417,1.519
,53.497917,-6.36875,0.458
,30.314583,54.29375,8.839
,45.56875,11.522917,5.817
,35.164583,52.727083,3.702
,52.44375,58.29375,2.572
,49.760417,29.30625,1.415
,55.047917,-6.914583,0.47
,60.34375,56.014583,9.687
,53.79375,10.360417,1.692
,61.48125,8.63125,1.563
,40.70625,33.197917,0.197
,65.73125,57.41875,1.792
,54.18125,55.56875,0.181
,51.03125,33.122917,1.485
,56.697917,46.627083,3.827
,63.997917,49.922917,0.127
,57.639583,28.377083,2.465
,43.277083,41.41875,4.32
,51.31875,14.897917,1.417
,31.189583,41.922917,3.937
,65.727083,53.685417,1.293
,54.347917,9.50625,3.009
,74.96875,59.40625,3.632
,40.364583,15.760417,0.98
,65.677083,16.297917,9.333
,34.222917,66.160417,2.559
,30.80625,40.68125,4.071
,67.047917,52.410417,3.892
,66.902083,60.552083,0.345
,40.70625,-0.177083,1.26
,63.789583,-18.860417,1.384
,66.40625,49.085417,9.006
,55.472917,10.014583,0.262
,35.497917,51.347917,2.974
,49.189583,3.31875,0.08
,53.21875,34.760417,4.038
,53.197917,0.297917,1.085
,67.235417,50.602083,0.161
,51.83125,46.20625,0.038
,62.764583,57.910417,4.434
,67.027083,16.489583,2.2
,31.63125,62.99375,2.809
,50.022917,54.75625,3.513
,36.572917,51.55625,1.087
,52.227083,4.95625,1.522
,67.310417,29.46875,1.873
,47.389583,-0.189583,2.268
,49.652083,22.689583,2.081
,39.252083,-3.102083,1.771
,50.98125,10.335417,2.521
,68.05625,37.647917,0.98
,61.21875,29.65625,2.552
,47.552083,22.435417,1.982
,35.047917,47.147917,2.015
,66.11875,-15.864583,4.014
,42.852083,19.322917,1.809
,48.59375,15.31875,1.302
,34.314583,48.74375,0.823
,42.10625,-0.66875,3.233
,54.960417,-3.797917,1.573
,39.672917,-0.91875,0.077
,71.80625,52.939583,8.095
,51.252083,39.522917,2.634
,64.885417,-23.614583,1.311
,42.660417,19.789583,2.035
,45.785417,21.422917,9.245
,37.635417,30.052083,3.311
,50.99375,24.322917,1.654
,65.34375,-15.527083,1.107
,48.185417,31.18125,0.053
,32.785417,47.560417,5.099
,60.38125,34.252083,0.655
,60.464583,24.747917,4.431
,49.59375,49.93125,3.86
,60.79375,59.19375,5.745
,18.539583,41.847917,0.428
,28.847917,57.752083,4.874
,52.19375,32.672917,2.354
,54.99375,-7.83125,4.431
,66.510417,30.564583,3.453
,57.822917,28.34375,6.53
,54.964583,25.952083,0.149
,31.510417,47.447917,5.429
,43.777083,4.314583,0.23
,62.06875,-7.24375,2.25
,37.647917,30.872917,6.922
,41.639583,48.61875,1.4
,20.614583,52.114583,6.398
,38.964583,47.010417,1.303
,50.735417,26.889583,0.161
,64.727083,-20.377083,0.124
,63.53125,46.61875,1.315
,26.272917,59.53125,3.049
,58.460417,28.402083,1.291
,39.385417,39.772917,2.119
,66.01875,15.347917,1.254
,54.81875,58.164583,8.356
,49.639583,21.485417,3.047
,48.797917,9.664583,3.761
,47.847917,33.73125,1.287
,44.70625,40.522917,1.294
,63.097917,55.95625,2.116
,59.80625,57.952083,0.111
,65.089583,58.222917,1.551
,37.022917,30.260417,0.094
,39.889583,40.039583,0.514
,54.222917,33.722917,1.374
,56.252083,56.15625,9.349
,43.35625,-0.010417,1.435
,55.114583,34.65625,0.617
,63.964583,-17.685417,1.159
,49.08125,38.56875,3.891
,56.08125,34.472917,8.425
,53.46875,29.24375,1.691
,55.527083,31.927083,2.664
,28.935417,60.360417,1.911
,52.14375,11.71875,0.951
,50.160417,33.08125,1.52
,66.94375,64.202083,0.133
,52.335417,40.047917,0.06
,49.852083,19.997917,0.301
,46.74375,14.33125,0.155
,64.927083,-22.964583,1.157
,42.40625,21.46875,4.436
,65.677083,20.097917,0.164
,44.210417,4.035417,0.177
,53.360417,7.48125,0.142
,51.085417,24.364583,2.068
,57.21875,29.164583,1.972
,53.377083,-1.989583,1.229
,64.052083,-21.427083,1.167
,59.614583,41.26875,1.235
,64.064583,10.477083,0.348
,62.464583,55.54375,1.374
,30.01875,54.66875,0.587
,25.364583,64.26875,0.021
,70.097917,27.427083,4.784
,53.43125,53.114583,0.118
,65.66875,60.94375,2.045
,57.910417,30.697917,0.162
,40.722917,19.70625,0.903
,63.014583,34.802083,0.214
,60.052083,8.014583,1.96
,42.85625,11.01875,2.964
,51.45625,10.852083,5.725
,69.222917,23.68125,5.916
,37.122917,55.052083,1.421
,40.61875,-3.564583,9.485
,65.897917,-19.364583,2.058
,46.75625,30.510417,4.614
,63.127083,50.04375,3.255
,43.535417,41.572917,0.16
,53.239583,-4.30625,0.612
,47.99375,28.122917,2.206
,27.489583,60.41875,1.722
,52.097917,38.085417,0.161
,39.73125,-8.81875,1.988
,48.647917,28.26875,3.123
,62.34375,9.802083,0.362
,58.54375,24.777083,1.464
,38.935417,-0.635417,1.562
,59.447917,5.539583,2.736
,44.422917,16.14375,1.73
,38.80625,43.85625,0.457
,57.147917,13.772917,9.779
,37.660417,44.152083,6.071
,40.472917,39.460417,0.104
,61.764583,7.027083,1.524
,57.69375,55.485417,2.759
,51.972917,37.73125,5.882
,43.697917,39.86875,5.379
,51.189583,5.814583,0.796
,39.214583,26.96875,2.617
,63.53125,-19.352083,1.217
,67.302083,44.752083,2.886
,45.99375,26.19375,0.39
,62.422917,9.30625,0.135
,39.385417,33.264583,2.084
,53.18125,29.052083,1.149
,48.814583,55.039583,0.031
,56.96875,14.797917,1.923
,65.40625,49.00625,0.817
,41.885417,46.152083,1.609
,43.447917,11.085417,0.813
,52.71875,11.852083,1.432
,54.947917,33.135417,2.973
,61.010417,58.01875,0.164
,62.939583,52.864583,0.209
,33.360417,64.839583,0.041
,63.797917,12.36875,3.303
,63.260417,42.897917,2.295
,68.102083,57.49375,3.732
,52.785417,27.560417,9.08
,36.810417,44.577083,2.401
,65.277083,32.43125,3.661
,50.914583,8.102083,0.912
,54.935417,24.902083,2.45
,65.510417,40.472917,7.655
,55.389583,22.547917,2.837
,41.36875,-3.902083,2.589
,50.81875,11.18125,0.157
,65.35625,51.33125,0.181
,45.90625,26.747917,2.99
,31.647917,63.027083,0.022
,42.947917,19.797917,0.916
,30.18125,51.98125,1.426
,40.70625,21.047917,0.611
,56.45625,-3.472917,2.198
,35.15625,45.589583,0.114
,47.05625,5.96875,8.939
,48.039583,-3.985417,1.584
,60.202083,10.710417,1.512
,61.747917,50.69375,0.085
,36.660417,60.38125,1.696
,54.09375,18.43125,2.712
,45.985417,29.41875,6.966
,66.402083,15.964583,9.411
,48.902083,1.672917,0.568
,64.71875,-15.385417,0.15
,44.022917,43.935417,1.699
,49.264583,26.25625,7.6
,67.252083,50.672917,0.307
,52.05625,8.56875,1.042
,38.185417,29.397917,4.197
,53.202083,7.55625,4.22
,64.460417,-20.21875,2.414
,33.54375,58.302083,0.864
,55.939583,44.010417,0.998
,57.364583,14.58125,0.152
,49.689583,26.660417,1.548
,76.314583,67.302083,1.923
,42.602083,44.389583,0.263
,56.39375,31.772917,1.217
,57.610417,25.95625,4.6
,39.23125,27.314583,1.532
,25.622917,61.90625,2.411
,52.30625,37.68125,8.206
,54.935417,30.11875,0.583
,28.914583,60.35625,1.746
,54.29375,35.59375,0.2
,53.485417,55.485417,0.209
,49.377083,24.627083,3.612
,54.65625,45.797917,2.947
,32.772917,43.46875,2.834
,52.95625,-1.289583,0.655
,67.522917,25.539583,1.555
,35.085417,49.14375,1.508
,59.122917,50.839583,2.691
,36.46875,30.110417,2.726
,64.03125,47.160417,0.355
,36.252083,32.51875,0.143
,64.522917,56.610417,0.116
,60.210417,23.777083,3.759
,51.10625,-3.989583,2.497
,59.785417,56.76875,5.991
,39.03125,39.247917,1.572
,38.727083,31.860417,0.953
,68.635417,33.80625,4.591
,70.05625,28.48125,2.016
,66.239583,22.185417,1.792
,54.539583,34.864583,0.076
,64.73125,-20.360417,2.881
,42.38125,42.322917,5.189
,59.44375,5.535417,0.593
,52.977083,7.36875,1.406
,63.089583,55.502083,1.528
,54.510417,48.089583,0.1
,56.46875,39.677083,1.935
,31.79375,56.860417,1.932
,32.560417,49.76875,1.367
,56.472917,54.26875,0.771
,57.68125,58.985417,1.387
,66.460417,57.660417,2.328
,43.885417,23.539583,1.848
,55.922917,37.989583,0.145
,65.164583,-20.902083,0.556
,55.297917,31.49375,5.005
,56.397917,10.84375,0.115
,65.214583,18.777083,2.901
,56.54375,9.689583,0.296
,56.072917,26.185417,1.548
,40.014583,36.210417,3.123
,51.23125,5.427083,1.369
,45.797917,48.502083,0.34
,52.139583,53.689583,1.919
,27.14375,62.472917,1.418
,63.702083,28.86875,2.892
,64.852083,-14.002083,2.191
,66.04375,44.79375,1.214
,62.64375,40.122917,2.982
,48.814583,14.93125,0.081
,50.664583,-3.639583,5.476
,55.48125,26.28125,1.075
,49.652083,22.835417,1.216
,31.79375,50.535417,1.391
,54.910417,9.26875,2.99
,59.510417,48.75625,1.029
,46.127083,22.79375,0.402
,63.802083,47.04375,0.924
,46.810417,1.139583,3.651
,64.202083,45.672917,1.804
,45.252083,27.71875,2.385
,63.010417,48.802083,2.174
,51.86875,-9.752083,4.994
,52.36875,-9.21875,0.131
,38.15625,29.41875,0.022
,55.635417,43.68125,0.245
,42.797917,18.097917,1.128
,53.602083,-1.927083,0.432
,49.039583,0.747917,3.055
,52.689583,44.69375,1.791
,48.664583,35.922917,1.822
,50.652083,23.71875,2.273
,45.114583,15.989583,0.705
,64.035417,13.70625,0.158
,51.54375,-0.497917,7.865
,68.34375,66.10625,9.205
,46.135417,-0.902083,0.184
,65.05625,26.06875,2.094
,56.70625,47.989583,0.799
,44.08125,27.447917,0.997
,55.35625,-3.947917,1.259
,61.077083,57.585417,2.228
,53.239583,54.19375,6.585
,65.660417,-22.79375,2.255
,45.310417,38.102083,0.94
,53.385417,-9.572917,1.017
,58.152083,29.847917,0.139
,51.83125,-10.127083,1.963
,42.04375,-0.28125,3.359
,50.222917,24.10625,2.956
,49.23125,57.65625,1.88
,67.535417,44.722917,0.898
,52.710417,44.785417,1.417
,72.389583,53.985417,3.218
,27.077083,60.027083,0.005
,50.08125,17.997917,0.286
,61.65625,36.147917,1.51
,34.902083,36.627083,1.182
,22.552083,57.639583,4.037
,42.152083,-8.622917,2.337
,54.89375,28.689583,6.008
,65.014583,40.83125,1.321
,64.510417,-19.56875,8.621
,61.327083,46.127083,6.365
,40.760417,26.30625,0.107
,49.48125,29.847917,6.927
,61.539583,41.389583,0.329
,42.810417,-5.410417,3.869
,50.185417,26.297917,0.178
,37.385417,45.877083,2.786
,65.677083,-22.835417,1.608
,58.739583,40.989583,1.609
,64.727083,-18.085417,1.102
,70.36875,30.25625,0.209
,41.61875,45.597917,1.603
,57.852083,14.81875,1.252
,44.722917,21.535417,3.956
,37.35625,54.53125,2.034
,64.635417,-14.91875,3.391
,34.597917,48.88125,0.858
,63.289583,46.11875,0.176
,36.822917,31.802083,4.617
,54.59375,38.60625,1.339
,52.414583,6.58125,1.442
,60.852083,22.610417,1.677
,53.822917,-9.022917,2.229
,48.03125,24.760417,0.279
,49.960417,27.48125,0.881
,32.072917,34.939583,0.089
,44.202083,21.277083,3.041
,43.102083,44.322917,1.72
,47.952083,40.33125,3.975
,51.01875,18.85625,4.677
,56.372917,14.002083,1.854
,29.047917,61.435417,5.222
,47.452083,53.51875,2.303
,68.189583,16.814583,1.311
,60.48125,38.027083,1.231
,59.09375,43.55625,0.221
,50.46875,27.61875,0.116
,66.252083,33.397917,4.65
,62.852083,34.622917,0.181
,48.89375,8.447917,0.387
,39.889583,35.735417,0.107
,64.597917,-18.80625,8.388
,54.08125,-9.427083,3.635
,50.45625,-3.66875,0.247
,58.44375,-4.764583,1.031
,31.439583,41.885417,8.079
,47.277083,22.75625,2.949
,53.85625,17.185417,2.162
,30.68125,56.689583,8.913
,38.48125,41.035417,9.416
,67.189583,61.44375,5.946
,43.002083,44.027083,0.887
,55.902083,14.185417,0.515
,53.514583,-8.685417,2.004
,34.99375,65.689583,2.846
,66.14375,19.95625,1.644
,55.864583,13.247917,0.484
,52.122917,19.610417,6.453
,63.847917,-19.239583,2.414
,69.202083,61.102083,1.251
,48.589583,6.84375,2.253
,63.010417,18.197917,0.395
,41.752083,46.022917,1.698
,53.164583,18.789583,0.149
,52.497917,-9.41875,0.441
,49.622917,38.277083,0.057
,50.652083,29.985417,0.068
,52.16875,24.36875,1.814
,80.052083,19.66875,0.203
,64.760417,-17.552083,1.063
,51.372917,10.872917,3.666
,57.65625,47.460417,1.488
,58.36875,29.34375,3.517
,44.722917,17.760417,0.13
,64.360417,30.14375,8.428
,59.122917,28.489583,0.488
,67.472917,65.802083,1.387
,27.11875,64.522917,0.027
,31.99375,45.977083,1.528
,62.502083,42.485417,0.262
,53.739583,51.39375,2.748
,64.48125,20.189583,6.966
,50.635417,38.38125,2.347
,62.985417,58.29375,0.156
,67.78125,65.889583,4.761
,68.55625,34.997917,2.235
,45.56875,8.235417,0.244
,57.664583,29.964583,3.813
,67.364583,61.647917,1.824
,36.639583,53.10625,7.801
,49.422917,17.960417,0.765
,49.714583,16.73125,1.274
,52.327083,54.197917,2.483
,43.672917,27.19375,0.173
,42.98125,-3.422917,1.51
,26.10625,41.91875,2.494
,54.027083,26.54375,6.253
,55.485417,-3.46875,0.16
,44.435417,26.25625,6.024
,33.76875,49.21875,1.435
,20.73125,43.914583,2.6
,43.622917,20.172917,0.896
,51.95625,33.49375,0.118
,63.422917,43.61875,3.182
,64.102083,20.397917,7.783
,39.96875,26.935417,1.672
,39.83125,33.289583,3.651
,59.647917,38.522917,0.098
,66.785417,63.585417,4.068
,63.322917,49.49375,2.674
,48.435417,7.185417,1.521
,45.839583,19.089583,2.786
,37.185417,47.322917,5.431
,45.33125,5.127083,0.125
,60.539583,54.11875,2.127
,60.747917,34.764583,1.39
,45.85625,25.802083,7.176
,41.00625,45.222917,0.091
,40.53125,-3.035417,4.919
,77.589583,23.214583,1.528
,46.84375,-0.78125,0.27
,61.964583,10.010417,8.245
,61.777083,56.46875,0.275
,66.564583,46.297917,0.807
,55.789583,24.627083,0.07
,51.277083,4.214583,1.927
,59.522917,32.227083,6.605
,65.28125,59.547917,2.151
,42.914583,42.977083,0.134
,31.947917,62.364583,0.021
,40.93125,-3.552083,3.515
,61.997917,47.872917,1.544
,52.527083,41.077083,0.427
,59.047917,45.11875,5.839
,27.089583,54.414583,0.024
,61.827083,52.764583,1.893
,59.51875,30.897917,7.65
,54.860417,50.860417,1.618
,32.189583,45.58125,0.027
,65.44375,-14.735417,1.809
,46.49375,39.20625,1.646
,53.985417,-8.89375,1.068
,69.860417,28.010417,0.21
,30.76875,50.16875,1.665
,31.160417,58.23125,4.259
,38.49375,21.935417,7.332
,63.597917,15.497917,4.363
,60.422917,46.31875,2.27
,63.527083,42.25625,0.486
,57.414583,-2.197917,1.122
,55.51875,49.222917,0.08
,34.602083,46.927083,9.488
,66.26875,56.89375,0.908
,45.539583,37.710417,0.701
,44.485417,28.49375,1.681
,59.41875,30.90625,0.385
,37.24375,-3.777083,0.936
,49.122917,-1.277083,0.892
,55.05625,-6.564583,6.484
,52.19375,48.472917,7.32
,40.789583,-2.277083,5.015
,39.410417,41.06875,4.539
,53.06875,26.272917,1.329
,61.547917,59.33125,1.53
,68.189583,24.510417,1.377
,48.035417,53.827083,9.29
,35.385417,61.997917,3.479
,57.439583,39.11875,0.085
,62.76875,28.722917,3.837
,61.985417,54.55625,2.493
,66.247917,16.33125,5.685
,52.96875,15.760417,1.977
,48.327083,32.547917,2.782
,66.502083,29.24375,1.48
,42.09375,43.414583,0.252
,32.227083,51.60625,0.05
,56.85625,30.202083,4.98
,53.55625,-9.03125,2.537
,51.439583,36.289583,0.162
,55.239583,41.60625,3.35
,61.83125,14.139583,1.588
,56.66875,22.49375,2.073
,60.597917,57.28125,4.014
,53.01875,-1.760417,9.107
,66.727083,28.24375,1.237
,48.79375,13.952083,7.004
,32.585417,67.572917,6.855
,52.08125,20.16875,0.105
,56.960417,22.102083,2.363
,66.947917,15.914583,0.153
,64.935417,-21.085417,0.444
,57.19375,22.377083,0.632
,60.060417,56.902083,2.121
,42.94375,27.264583,0.396
,50.13125,55.889583,4.573
,60.010417,45.447917,0.13
,57.347917,58.697917,4.236
,64.885417,-17.422917,3.877
,54.04375,18.41875,8.684
,49.152083,-0.622917,0.108
,47.85625,15.577083,1.247
,65.722917,51.439583,4.35
,68.872917,35.847917,1.108
,66.06875,17.38125,2.287
,58.789583,51.414583,0.135
,69.28125,26.939583,7.226
,57.977083,52.414583,3.312
,53.03125,57.722917,0.107
,37.922917,35.85625,0.093
,56.36875,34.447917,0.672
,34.63125,45.502083,5.519
,49.13125,36.972917,6.579
,45.352083,38.777083,5.719
