name,latitude,longitude,discharge
Golinhac Golinhac Hydroelectric Power Station France - Golinhac Hydroelectric Power Station France,44.606,2.605,33.318
Gour Noir (Le) Hydroelectric Power Station France - Gour Noir (Le) Hydroelectric Power Station France,45.071,2.067,16.884
Grand maison GRAND MAISON 1 - Grand Maison Pumped Storage Hydroelectric Power Station France,45.20597,6.11719,1.154
Grandrif,45.5205,3.8348,0.176
Grandval Grandval Hydroelectric Power Plant France - Grandval Hydroelectric Power Plant France,44.9219,3.0745,24.585
Grangent Grangent Hydroelectric Power Station France - Grangent Hydroelectric Power Station France,45.467,4.248,39.451
Guchen,42.8567,0.3213,0.504
Hautefage Hautefage Hydroelectric Power Station France - Hautefage Hydroelectric Power Station France,45.06,1.994,18.566
Hauteluce,45.7642,6.6156,1.202
Hermillon HERMILLON,45.28424,6.35799,22.505
Hillion,48.5028,-2.6463,0.201
Hospitalet l' Hospitalet (L') Hydroelectric Power Station France - Hospitalet (L') Hydroelectric Power Station France,42.588,1.797,0.435
Hourat Hourat Hydroelectric Power Station France - Hourat Hydroelectric Power Station France,43.075,-0.42,9.39
Izernore,46.2184,5.5632,0.506
Jouques Jouques Hydroelectric Power Station France - Jouques Hydroelectric Power Station France,43.681,5.656,143.613
Jouy-aux-Arches,49.0644,6.0867,118.317
Kembs KEMBS - Kembs Hydroelectric Power Station France,47.655,7.52,1.361
L'Isle-Jourdain,46.2384,0.6985,58.507
La Bastide-Puylaurent,44.5658,3.888,0.502
La Bathie - Roseland,45.68545,6.62249,0.87
La Bresse,48.0184,6.9255,0.359
La Bridoire,45.5299,5.7378,1.904
La Grave,45.0601,6.2836,0.189
La Llagonne,42.5377,2.094,0.423
La Roche-de-Rame,44.7659,6.617,0.311
La Soula,42.7225,0.419444,0.184
Lacourt,42.9332,1.1708,6.986
Laguiole,44.6943,2.8677,0.259
Lanau Lanau Hydroelectric Power Station France - Lanau Hydroelectric Power Station France,44.891,3.003,25.036
Landry,45.5637,6.7617,1.689
Langogne,44.7238,3.8338,1.104
Lantosque,43.9706,7.3049,6.799
Laparan,42.671726,1.700991,0.582
Lardy Lardy Hydroelectric Power Station France - Lardy Hydroelectric Power Station France,44.662,2.583,51.116
Largue Largue Hydroelectric Power Station France - Largue Hydroelectric Power Station France,43.854,5.859,112.868
Laroquebrou,44.9744,2.1934,15.65
Larrau,43.01,-0.973,1.335
Laval,45.2362,5.9815,0.543
Laval cere & Laval de Cere  1 & 2 Hydroelectric Power Station France - Laval de Cere  1 & 2 Hydroelectric Power Station France,44.953,1.95,19.394
Laval-de-Cère/Barrage de Brugale,44.9443,1.9359,19.394
Lavours,45.8115,5.7724,415.647
Lazer le Lazer (Le) Hydroelectric Power Station France - Lazer (Le) Hydroelectric Power Station France,44.346,5.868,0.216
Le Bourg-d'Hem,46.3006,1.8404,0.12
Le Cannet-des-Maures,43.3739,6.3755,1.265
Le Palais-sur-Vienne,45.8737,1.3248,0.887
Le Tech,42.4418,2.513,0.322
Licq atherey Licq-Atherey Hydroelectric Power Station France - Licq-Atherey Hydroelectric Power Station France,43.048,-0.886,3.273
Livet-et-Gavet,45.0905,5.9188,16.744
Livinhac-le-Haut,44.5968,2.2161,98.539
Lot Lot Hydroelectric Power Station France - Lot Hydroelectric Power Station France,44.663,2.664,1.733
Loudenvielle,42.7302,0.4323,0.126
Lugo di nazza Lugo Di Nazza Hydroelectric Power Station France - Lugo Di Nazza Hydroelectric Power Station France,42.091,9.316,2.809
Lusigny-sur-Barse,48.263,4.2773,2.149
Luz-Saint-Sauveur,42.8322,0.0177,3.802
Luzenac,42.7199,1.7426,0.257
MONTELIMAR - Chateauneuf Du Rhone Hydroelectric Power Station France,44.499001,4.708,1413.342
Malgovert,45.61787,6.79074,8.507
Mallemort Mallemort Hydroelectric Power Station France - Mallemort Hydroelectric Power Station France,43.715,5.205,0.132
Manosque voix Manosque-Voix Hydroelectric Power Station France - Manosque-Voix Hydroelectric Power Station France,43.85081,5.83276,0.118
Marcillac - barrage la Valette,45.215,2.038,0.144
Marckolsheim MARCKOLSHEIM - Marckolsheim Hydroelectric Power Station France,48.15371,7.5898,1081.511
Mareges MAREGES - Mareges Hydroelectric Power Station France,45.39171,2.36446,63.949
Mazamet,43.458,2.3893,0.71
Mazet Hydroelectric Power Station France - Mazet Hydroelectric Power Station France,45.801,1.803,0.301
Metz/Central hydraulique de Metz-Wadrinau,49.1198,6.154,119.342
Meyras,44.6766,4.2604,1.744
Millac/La Roche,46.1954,0.7055,58.168
Miramont-de-Comminges,43.0912,0.7558,36.191
Mirandol-Bourgnounac,44.1468,2.1715,0.126
Mizoën,45.0431,6.1821,3.602
Monceaux La Virolle Hydroelectric Power Station France - Monceaux La Virolle Hydroelectric Power Station France,45.576,1.84,3.494
Montahut Montahut Hydroelectric Power Station France - Montahut Hydroelectric Power Station France,43.571,2.94,0.207
Montauban,44.0226,1.3638,0.177
Montbrun,44.5114,1.9032,0.134
Monteynard MONTEYNARD - Monteyard-Avigonnet Hydroelectric Power Station France,44.96118,5.68874,34.472
Montezic MONTEZIC 1 - Montezic Pump Storage Hydroelectric Power Station France,44.73766,2.64342,40.807
Montpezat MONTPEZAT,44.69026,4.27215,2.24
Montsapey,45.5313,6.3673,0.467
Motz,45.9191,5.8448,400.976
Moux charmines Moux Charmines Hydroelectric Power Station France - Moux Charmines Hydroelectric Power Station France,46.277,5.554,79.434
Moûtiers,45.4864,6.5373,16.55
Méolans-Revel,44.371,6.498,0.922
Méréville,48.5912,6.1369,40.044
Nantes-en-Ratier,44.9279,5.8283,1.57
Nentilla Nentilla Hydroelectric Power Station France - Nentilla Hydroelectric Power Station France,42.772,2.213,5.211
Neuville-sur-Ain,46.081667,5.379444,92.896
Noirefontaine/Dampjoux,47.3471,6.7644,0.222
Nyer,42.5014,2.2744,0.837
Ocana Ocana Hydroelectric Power Station France - Ocana Hydroelectric Power Station France,41.946,8.935,2.311
Olargues,43.5411,2.9176,0.14
Olette,42.5962,2.2423,0.475
Oloron-Sainte-Marie,43.163056,-0.591944,16.729
Oo Hydroelectric Power Station France - Oo Hydroelectric Power Station France,42.804,0.56,2.072
Oraison ORAISON - Oraison Hydroelectric Power Station France,43.92101,5.92438,1.112
Orelle,45.20308,6.57913,14.255
Orgeix,42.6757,1.8767,0.16
Orlu Orlu Hydroelectric Power Station France - Orlu Hydroelectric Power Station France,42.689,1.912,0.87
Ottmarsheim OTTMARSHEIM - Ottmarsheim Hydroelectric Power Station France,47.77399,7.52246,1070.197
Pardies,43.3858,-0.5879,42.857
Passy,45.954,6.7398,0.239
Passy PASSY,45.91642,6.72592,8.666
Perles-et-Castelet,42.7179,1.774,0.387
Pied borne PIED DE BORNE - Pied-de-Borne Hydroelectric Power Station France,44.47198,3.98867,8.802
Pierre benite Pierre Benite Hydroelectric Power Station France - Pierre Benite Hydroelectric Power Station France,45.702,4.842,1104.645
Pinet Hydroelectric Power Station France - Pinet Hydroelectric Power Station France,44.07,2.805,51.66
Plouasne,48.3118,-2.0078,0.191
Pointis-Inard,43.0837,0.7971,2.961
Pointis-de-Rivière,43.0911,0.6255,35.308
Pont-de-Roide,47.3853,6.7628,0.804
Pontcharra,45.43293,6.03032,3.712
Port-Mort,49.169784,1.387683,441.735
Portillon le Portillon (Le) Hydroelectric Power Station France - Portillon (Le) Hydroelectric Power Station France,42.733,0.553,0.135
Poses,49.309674,1.236241,457.169
Pouget POUGET 4 - Pouget (Le) Hydroelectric Power Station France,44.0597,2.77,52.539
Pragneres Hydroelectric Power Station France,42.8211,0.01033,3.802
Pralognan-la-Vanoise,45.3501,6.7208,0.144
Prayssac,44.502783,1.17322,0.228
Queige,45.719167,6.498611,5.299
Quinson Quinson Hydroelectric Power Station France - Quinson Hydroelectric Power Station France,43.699,6.051,22.972
Rabodanges,48.8003,-0.2895,16.059
Rance tidal RANCE - Rance Tidal Hydroelectric Power Station France,48.618002,-2.023888,0.186
Randens RANDENS,45.52711,6.31996,28.693
Revin REVIN 1 - Revin Pump Storage Hydroelectric Power Station France,49.92556,4.61331,1.083
Rhinau RHINAU - Rhinau Hydroelectric Power Station France,48.28412,7.67728,0.577
Rhue Rhue (La) Hydroelectric Power Station France - Rhue (La) Hydroelectric Power Station France,45.415,2.499,18.549
Roanne,46.0451,4.0801,0.344
Romanche-Gavet,45.117185,5.959087,16.744
Roquebillière,44.021389,7.307222,3.769
Sablons PEAGE DE ROUSSILLON - Sablons Hydroelectric Power Station France,45.307,4.797,1126.027
Sail-sous-Couzan,45.7367,3.9618,0.225
Saint cassien Saint Cassien Hydroelectric Power Station France - Saint Cassien Hydroelectric Power Station France,43.602,6.841,2.618
Saint chamas SAINT CHAMAS - Saint Chamas Hydroelectric Power Station France,43.52741,5.07342,3.262
Saint dalmas Saint Dalmas Hydroelectric Power Station France - Saint Dalmas Hydroelectric Power Station France,44.047,7.586,5.69
Saint esteve SAINT ESTEVE - Saint Esteve-Janson Hydroelectric Power Station France,43.69049,5.38489,148.17
Saint georges commiers Saint Georges de Commiers Hydroelectric Power Station France - Saint Georges de Commiers Hydroelectric Power Station France,45.006,5.687,34.472
Saint guillerme SAINT GUILLERME - St. Guillerme Hydroelectric Power Station France,45.03048,6.07914,5.643
Saint pierre cognet,44.87249,5.77319,27.019
Saint-Alban-des-Villards,45.3146,6.2362,0.172
Saint-Barthélemy-de-Séchilienne,45.0397,5.8221,0.176
Saint-Barthélemy-le-Plain,45.0453,4.7436,4.744
Saint-Christophe-en-Oisans,44.9289,6.2441,0.234
Saint-Cézaire-sur-Siagne,43.6597,6.8033,0.505
Saint-Dalmas-le-Selvage,44.2894,6.841,0.306
Saint-Denis-des-Murs,45.7797,1.5295,9.64
Saint-Firmin,44.7936,6.0261,0.279
Saint-Flour/Centrale hydroelectrique EDF de Sauviat,45.7102,3.5096,0.9
Saint-Gervais-d'Auvergne,46.0192,2.8311,16.986
Saint-Gervais-les-Bains,45.857,6.741,2.223
Saint-Girons,42.9756,1.1531,7.454
Saint-Jean-de-Maurienne,45.2719,6.3455,0.269
Saint-Jeoire,46.1387,6.4645,0.417
Saint-Julien-Mont-Denis,45.2803,6.4175,0.312
Saint-Julien-le-Petit,45.8223,1.7051,3.201
Saint-Laurent-du-Var,43.6865,7.1823,62.711
Saint-Laurent-en-Beaumon,44.895278,5.858056,4.319
Saint-Laurent-en-Royans,45.0098,5.3463,0.891
Saint-Lizier,43.0002,1.1292,14.28
Saint-Léonard-de-Noblat,45.841,1.4954,0.543
Saint-Mamet-la-Salvetat,44.8566,2.3054,0.327
Saint-Martin-du-Var,43.8162,7.1996,57.802
Saint-Maurice-Navacelles,43.8448,3.5064,1.794
Saint-Maurice-de-Lignon,45.233087,4.154719,8.115
Saint-Maurice-en-Valgodemard,44.7984,6.1126,0.303
Saint-Paul-sur-Ubaye,44.559,6.8207,1.712
Saint-Pierre-Chérignat,45.9602,1.6139,1.671
Saint-Pierre-en-Faucigny,46.0468,6.37475,3.872
Saint-Priest-Taurion,45.906339,1.412259,12.497
Saint-Étienne-de-Cuines,45.3454,6.2602,0.156
Sainte Helene - La Coche,45.49667,6.51038,26.987
Sainte croix,43.73687,6.13423,22.502
Sainte tulle i&ii Sainte Tulle I&II Hydroelectric Power Station France - Sainte Tulle I&II Hydroelectric Power Station France,43.787,5.774,0.391
Sainte-Agnès,45.2106,5.96,0.57
Sainte-Foy-Tarentaise,45.5844,6.9414,0.418
Sainte-Marie-de-Cuines,45.3191,6.2942,1.671
Salignac Salignac Hydroelectric Power Station France - Salignac Hydroelectric Power Station France,44.138,5.979,85.508
Salon Salon Hydroelectric Power Station France - Salon Hydroelectric Power Station France,43.633,5.114,0.175
Sarrans SARRANS - Sarrans Hydroelectric Power Station France,44.82942,2.74042,34.865
Sassenage,45.20856,5.65681,0.873
Sault brenaz Sault Brenaz Hydroelectric Power Station France - Sault Brenaz Hydroelectric Power Station France,45.846,5.418,454.985
Saussaz SAUSSAZ,45.20992,6.47663,0.786
Saut mortier Saut Mortier Hydroelectric Power Station France - Saut Mortier Hydroelectric Power Station France,46.372,5.642,44.937
Sautet le Sautet (Le) Hydroelectric Power Station France - Sautet (Le) Hydroelectric Power Station France,44.817,5.908,17.793
Sauto,42.5155,2.1488,1.092
Serdinya,42.5763,2.3226,6.227
Serre poncon SERRE PONCON - Serre Poncon Hydroelectric Power Station France,44.47095,6.26967,51.509
Servières-le-Château,45.1402,2.0225,0.983
Seyssel Hydroelectric Power Station France - Seyssel Hydroelectric Power Station France,45.971,5.834,370.209
Sisteron SISTERON 1 - Sisteron Hydroelectric Power Station France,44.17517,5.95215,82.935
Soulom Soulom Hydroelectric Power Station France - Soulom Hydroelectric Power Station France,42.953,-0.069,6.169
St etienne cantales ST ETIENNE CANTALES - Saint Etienne Cantales Hydroelectric Power Station France,44.94516,2.21906,14.518
Strasbourg STRASBOURG - Strasbourg Hydroelectric Power Station France,48.52561,7.79456,1168.9
Teich Teich Hydroelectric Power Station France - Teich Hydroelectric Power Station France,42.71,1.864,1.111
Teillet-Argenty,46.2627,2.517,0.282
Tende,44.0996,7.5403,0.139
Tet (La) Hydroelectric Power Station France - Tet (La) Hydroelectric Power Station France,42.553,2.267,1.704
Thuès-Entre-Valls,42.5036,2.23,0.654
Tolla,41.963737,8.966312,2.311
Toulouse/Bazacle Complex,43.602778,1.4325,110.717
Tramezaygues,42.7442,0.41,0.212
Triouzoune Hydroelectric Power Station France - Triouzoune Hydroelectric Power Station France,45.347,2.349,63.949
Truel Truel Hydroelectric Power Station France - Truel Hydroelectric Power Station France,44.06,2.769,52.539
Tuilieres Tuilieres Hydroelectric Power Station France - Tuilieres Hydroelectric Power Station France,44.845,0.633,293.684
Usson,45.5271,3.3419,1.088
Uzerche,45.4242,1.5653,10.839
Val beynette Val Beynette Hydroelectric Power Station France - Val Beynette Hydroelectric Power Station France,45.416,2.372,60.984
Valentine,43.096667,0.700833,36.191
Vallabregues VALLABREGUES - Beaucaire Hydroelectric Power Station France,43.82415,4.64349,1724.198
Varilhes,43.0551,1.6343,15.247
Vaufrey,47.3405,6.9306,40.729
Vaugris Vaugris Hydroelectric Power Station France - Vaugris Hydroelectric Power Station France,45.495,4.826,1120.197
Venthon,45.69389,6.40457,12.953
Villar-d'Arêne,45.0001,6.3639,0.935
Villard-sur-Doron,45.7274,6.5193,5.299
Villarodin VILLARODIN 1 - Villarodin Hydroelectric Power Station France,45.21466,6.71208,12.369
Villaroger,45.5574,6.8693,0.155
Villefranche-de-Panat,44.0976,2.7161,1.168
Villelongue,42.9429,-0.0167,0.378
Villerest Hydroelectric Power Station France - Villerest Hydroelectric Power Station France,45.9869,4.04938,60.685
Vinon Vinon Hydroelectric Power Station France - Vinon Hydroelectric Power Station France,43.725,5.827,28.221
Vogelgrun VOGELGRUN - Vogelgrun Hydroelectric Power Station France,48.0203,7.57393,0.382
Vouglans VOUGLANS - Vouglans Hydroelectric Power Station France,46.39734,5.66556,44.072
Voutezac,45.2928,1.4406,2.085
Zicavo,41.8845,9.167,0.328
Épierre,45.4523,6.3254,0.295
Atshesi (Atsi) Hydroelectric Power Plant Georgia,41.5841,41.8903,46.435
Chitakhevi Hydroelectric Power Plant Georgia,41.7914,43.302,67.099
Dzevrula (Tkibuki-II) Hydroelectric Power Plants Georgia,42.2629,42.9582,1.129
Gumati I and II Hydroelectric Power Plants Georgia,42.3202,42.704,111.632
Inguri (Enguri) Dam Hydroelectric Power Station Georgia,42.7584,42.0309,104.734
Khrami I Hydroelectric Power Plant Georgia,41.5489,44.1235,8.309
Khrami II Hydroelectric Power Plant Georgia,41.5461,44.1277,8.309
Lajanuri Hydroelectric Power Plant Georgia,42.589,42.8519,8.905
Ortachala Hydroelectric Power Plant Georgia,41.6831,44.8266,172.963
Rioni Hydroelectric Power Plant Georgia,42.2006,42.7258,7.198
Satskhenisi Hydroelectric Power Plant Georgia,41.7048,44.9328,0.176
Shaori Hydroelectric Power Plants Georgia,42.3637,43.0034,0.762
Vardnili I Hydroelectric Power Plant Georgia,42.6524,41.7619,7.201
Vartsikhe Cascade Hydroelectric Power Plants Georgia,42.1545,42.7088,214.602
Zahesi Hydroelectric Power Plant Georgia,41.8226,44.76,169.904
Zhinvali Hydroelectric Power Plant Georgia,42.1349,44.7721,25.635
Albbruck dogern,47.5985,8.171,1004.617
Altheim,48.5837,12.2186,160.078
Altusried M2,47.817052,10.227499,32.989
Alzwerke,48.18324,12.85345,165.643
Aufkirchen,48.306686,11.858847,4.882
Bergheim,48.750807,11.273237,314.839
Bertoldsheim,48.735932,11.020923,313.199
Bigge,51.093173,7.86272,3.143
Bittenbrunn,48.734459,11.14382,314.673
Bleiloch,50.524385,11.714387,10.391
Bobingen M1,48.26,10.8,23.835
Dessau,47.739292,10.825702,48.128
Dettingen,48.112222,10.132778,49.616
Detzem,49.810941,6.843882,312.703
Dingolfing,48.63404,12.48369,163.677
Dornau,47.800199,10.902643,50.079
Egglfing,48.320229,13.317407,620.231
Eitting,48.35859,11.882192,5.328
Ellgau,48.596746,10.8789,97.097
Enkirch,49.97667,7.127777,323.662
Erzhausen PSW Erzhausen Block 1 - Erzhausen Pumped Storage Power Plant Germany,51.89912,9.92452,31.166
Ettling,48.696072,12.797762,167.068
Faimingen,48.558394,10.411764,180.952
Fankel,50.123918,7.225915,328.946
Feldkirchen,47.96092,12.1561,315.209
Fluhmühle,47.839568,10.192668,32.989
Gars,48.15395,12.31107,336.498
Geesthacht,53.418889,10.393889,769.272
Geisling,48.974806,12.344002,467.419
Goldisthal PSW Goldisthal PSS A - Goldisthal Pumped Storage Power Plant Germany,50.509759,11.020875,0.255
Großaitingen M1,48.23,10.76,23.413
Gummering,48.622456,12.398037,162.85
Haeusern Schluchsee,47.755001,8.188,1.668
Haminan höyrykattilalaitos,51.520132,14.337383,0.292
Heimbach,50.628568,6.451776,8.257
Hemfurth,51.167139,9.046832,16.008
Hohenwarte,50.614334,11.492128,12.873
Höchstädt,48.603156,10.582724,187.154
Ingolstadt,48.750317,11.412153,316.936
Inningen M1,48.29,10.83,24.97
Jettenbach,48.177714,12.381857,338.415
KW Gundelsheim,49.280578,9.156055,0.12
KW Öpfingen,48.29463,9.830391,67.859
Kachlet,48.579711,13.408274,697.139
Kaufering,48.084026,10.864936,58.901
Koblenz,50.365855,7.58171,336.91
Koepchenwerk Koepchenwerk - Koepchenwerk II (Herdecke) Pumped Storage Power Plant Germany,51.41048,7.45314,44.449
Kraftwerk Rothenfels,49.90018,9.58676,132.1
Landau,48.667862,12.660027,166.0
Laufwasserkraftwerk Hengstey,51.400404,7.45204,44.449
Legau M1,47.869845,10.181145,34.108
Lehmen,50.274724,7.458957,335.407
Leitzach,47.873938,11.87099,19.866
Markersbach PSW Markersbach PSS A - Markersbach Pumped Storage Power Plant Germany,50.51938,12.87976,0.405
Meitingen,48.546994,10.86507,95.486
Merching,48.27045,10.977346,2.643
Mittelstetten M1,49.21,10.72,0.131
Müden,50.184167,7.332778,331.873
Mühltal,47.996297,11.485428,67.303
Neef,50.087362,7.135809,328.148
Neuötting,48.2497,12.691112,361.664
Niederaichbach,48.603913,12.302342,161.22
Niederwartha,51.091534,13.609829,332.722
Nußdorf,47.74444,12.134889,266.044
Obernach,47.554694,11.291366,0.933
Oberpeiching,48.646423,10.879086,97.097
PSW Hohenwarte II PSS A,50.615002,11.492,12.873
Perach,48.026102,12.789632,0.292
Pfrombach,48.44132,11.99233,13.961
Pielweichs,48.761667,12.870278,169.124
Prem,47.692726,10.797592,45.143
Prittriching,48.21062,10.904933,0.166
Psw langenprozelten,50.05313,9.58137,0.354
Psw vianden Vianden 1 - Vianden Pumped Storage Power Plant Luxembourg,49.951567,6.180031,9.201
Pumpspeicherkraftwerk glems,48.50499,9.28692,2.16
Pumpspeicherwerk rönkhausen Rönkhausen Pumped Storage Power Plant Germany - Rönkhausen Pumped Storage Power Plant Germany,51.22475,7.99281,0.181
Radag,47.58629,8.13207,5.185
Rain,48.692383,10.897786,97.097
Reckingen,47.57122,8.338716,455.701
Reisach,49.53002,12.28481,4.99
Rheinfelden,47.569906,7.810113,1022.051
Rheinkraftwerk iffezheim Rheinkraftwerk Iffezheim,48.83135,8.11216,1255.792
Rosenheim,47.83825,12.15333,273.646
Roßhaupten,47.651451,10.735525,42.812
Rudolf fettweis werk,48.671286,8.354377,5.909
Scheuring,48.180229,10.88331,59.689
Schwabmünchen M1,48.191,10.729,20.233
Schwabstadl,48.148375,10.867023,58.901
Schwammenauel,50.628507,6.479111,8.257
Schwarzenbach,48.655931,8.326228,0.399
Serrig,49.566954,6.592348,78.419
Sorpesee,51.35104,7.968057,0.713
Stammham,48.24932,12.86469,426.428
Straubing,48.89659,12.55752,479.778
Säckingen,47.561974,7.954846,1017.338
Säckingen run-of-river,47.55828,7.9558,1017.338
Tannheim,48.00795,10.118537,46.149
Tanzmühle,49.552216,12.281256,4.99
Teufelsbruck,48.114444,12.271944,332.647
Trier,49.728029,6.624451,299.993
Töging,48.251818,12.587308,345.533
Unterbergen,48.237449,10.92718,62.429
Unteropfingen,48.061265,10.128438,46.391
Uppenborn,48.473474,11.95481,85.696
Uppenborn 2,48.5152,12.101,156.244
Urspring,47.71598,10.825785,48.128
Vohburg,48.778103,11.60119,332.731
WKW Großarmschlag Hauptkraftwerk,48.883166,13.359728,1.086
WKW II/ Alzarkraftwerke Heider,48.068,12.576,56.479
WKW III,48.154,12.652,59.488
Walchensee,47.631354,11.337054,0.596
Waldeck I Pumped Storage Power Plant Germany - Waldeck I Pumped Storage Power Plant Germany,51.166,9.0461,16.008
Waldshut Schluchsee,47.61777,8.1926,1003.991
Wasserburg,48.05699,12.22074,330.224
Wasserkraftanlage Odertalsperre,51.646122,10.504712,0.661
